"","x1","text","time","name","party","for_blm","against_blm"
"58",69353,"We are deeply saddened to hear of the tragic incident that happened in Little Wildhorse Canyon. Our thoughts and prayers are with the family at this time.",2020-05-13 00:25:00,"Gary Herbert","Republican",NA,NA
"59",13881,"Americans Need Hope as Well as Safety by 
@peggynoonannyc",2020-05-08 14:03:12,"Doug Ducey","Republican",NA,NA
"60",82892,"On the phone with Smithfield employees.

Great questions and good discussion about South Dakota's fight against #COVID19.",2020-05-07 23:37:35,"Kristi Noem","Republican",NA,NA
"61",108717,"HAPPENING NOW: News briefing to discuss the latest info on Tropical Storm Isaias recovery and updates on COVID-19
WATCH LIVE 
 https://youtu.be/z01EcoaR1kk",2020-08-10 19:59:02,"Ned Lamont","Democratic",NA,NA
"62",121606,"Governor Pritzker Joins Local Leaders to Discuss the COVID-19 Response in the Metro East Region",2020-08-17 18:25:11,"J. B. Pritzker","Democratic",NA,NA
"63",4107,"The great American comeback continues! Keep choppin', 
@realDonaldTrump
! #gapol",2020-09-04 17:18:33,"Brian Kemp","Republican",NA,NA
"64",153905,"If you need to talk to someone, you can get connected by texting REACHOUT to 741741 to reach a trained crisis counselor who will help de-escalate, identify coping strategies and use active listening techniques to support you. #lagov #lalege",2020-06-23 15:02:14,"John Bel Edwards","Democratic",NA,NA
"65",89989,"Region 1, including Toledo:
0.93 -- trending upward.

Region 2, including Cleveland:
0.88 -- saw a slight uptick at end of May.",2020-06-11 18:56:56,"Mike DeWine","Republican",NA,NA
"66",27360,"The #TeamKentucky fund dollars are going directly to Kentuckians in need, with the top categories going towards electric, food, mortgage and rent. Visit http://donate.ky.gov to contribute, or to apply for assistance visit http://teamkyfund.Ky.gov. #TogetherKy",2020-08-30 14:17:35,"Andy Beshear","Democratic",NA,NA
"67",97507,"A winter storm is headed to New Mexico this weekend – be prepared, stay safe, and don't go out if you don't need to.",2020-10-23 19:43:05,"Michelle Lujan Grisham","Democratic",NA,NA
"68",101704,"The State Emergency Operations Center will be open throughout the storm
Check back for more updates and stay tuned to your local weather to plan ahead",2020-08-04 02:04:13,"Phil Murphy","Democratic",NA,NA
"69",190354,"Yesterday we hit a hit a grim milestone: a record nine Oregonians died from COVID-19 in a single day. They had lived in Clackamas, Deschutes, Malheur, Marion, Multnomah, and Umatilla counties. Families are mourning across the state. And we mourn with them.",2020-07-25 15:21:21,"Kate Brown","Democratic",NA,NA
"70",109185,"HAPPENING NOW: News briefing to discuss the latest updates on COVID-19

WATCH LIVE 
 https://youtu.be/z01EcoaR1kk",2020-05-21 13:59:23,"Ned Lamont","Democratic",NA,NA
"71",63623,"RT 
@EnergyHawaiiGov
: Hawaii census data helps to determine where to build new schools, roads, health care facilities, child-care and senior centers, shopping malls, and homes. #everyonecounts
https://census.hawaii.gov/census_2020/",2020-05-14 00:50:02,"David Ige","Democratic",NA,NA
"72",124731,"Virginia Smith was the first woman in Nebraska to be elected to the U.S. House of Representatives where she was a strong advocate for agriculture.",2020-08-18 22:07:19,"Pete Ricketts","Republican",NA,NA
"73",40435,"Global Resources International plans to invest $9.5 million to open a medical manufacturing company in the 
@CityofDothan
, creating 70 jobs & expanding local manufacturing capabilities! 
 @MadeinAL
 @HoustonCntyCom
 @sealaworks
 #MadeinAL",2020-10-05 19:12:16,"Kay Ivey","Republican",NA,NA
"74",119078,"Today I announced the recipients of $3.2 million in Downtown and Village Center tax credits to support 30 projects in 27 VT communities. The tax credits will support over $160 million in downtown, village center and rehabilitation projects. 

Read more 
https://governor.vermont.gov/press-release/governor-phil-scott-announces-over-3-million-downtown-and-village-center-tax-credits…",2020-08-13 21:02:28,"Phil Scott","Republican",NA,NA
"75",102651,"I want to note the news of 
@realDonaldTrump
’s endorsement for the replacement of the Portal Bridge to move forward. This is a tremendous bit of good news for our state, our commuters, and our building trades.",2020-06-15 17:11:53,"Phil Murphy","Democratic",NA,NA
"76",128943,"WATCH LIVE: Roundtable regarding #COVID19 and mental health in Sarasota",2020-08-14 16:21:21,"Ron DeSantis","Republican",NA,NA
"77",159510,"To stop the spread of #COVID19MA, remember to wear a face-covering in public, especially in places where you are unable to socially distance.

Read about the order + guidance from 
@MassDPH
:
http://mass.gov/coveryourface",2020-07-23 20:44:16,"Charlie Baker","Republican",NA,NA
"78",86647,"I signed a proclamation this month, recognizing October as National Arts and Humanities Month.

The arts and humanities celebrate the value and importance of culture in the lives of Kansans and the heart of thriving communities every day.",2020-10-20 22:47:20,"Laura Kelly","Democratic",NA,NA
"79",45661,"Building and supporting grassroots efforts
 Recognizing and working to help Pennsylvanians heal from major crises (such as COVID-19)
 Working to prevent and heal racial, communal, and historic traumas

View the plan: http://on.pa.gov/304TIoU.",2020-08-17 15:18:43,"Tom Wolf","Democratic",NA,NA
"80",46061,"Our young Pennsylvanians make me proud every day.
 
Thank you, Joey Swentosky, for using your time and energy to collect food for your community.",2020-05-26 14:00:40,"Tom Wolf","Democratic",NA,NA
"81",103177,"LOOK: Our hospitals currently have 3,049 patients being treated for #COVID19.

Our Field Medical Stations reported 43 patients.",2020-05-22 15:14:33,"Phil Murphy","Democratic",NA,NA
"82",29200,"Starting this week, Tennessee's long-term care facilities were able to reinstate family visitations under specific safety protocols from our Unified-Command Group. MORE:",2020-06-17 15:03:01,"Bill Lee","Republican",NA,NA
"83",103798,"622,000 people are now receiving unemployment benefits from our state.

Another half-billion dollars in payments went out the door last week, for a total of $1.4 billion, and rising.",2020-05-01 17:02:45,"Phil Murphy","Democratic",NA,NA
"84",10126,"We're just over a week away from the 2020 Main Street Summit! Register today to join local and national experts discussing best practices to build resilient communities for North Dakota's future. Reserve your space now at http://mainstreetsummitnd.com!",2020-09-28 19:31:50,"Doug Burgum","Republican",NA,NA
"85",30991,"THREAD: Over $25 million dollars have gone to New Hampshire companies who are manufacturing, procuring, and securing PPE. This is a team effort, and New Hampshire is getting the job done.",2020-05-13 19:08:56,"Chris Sununu","Republican",NA,NA
"86",87031,"Happy Mother’s Day, Kansas! My mother, Jeanne Maddock Kelly (back right), taught me (front right) valuable lessons about leadership and compassion that helped me get to where I am today. I hope all mothers, aunts, grandmas and mother figures have a special day.",2020-05-10 14:32:53,"Laura Kelly","Democratic",NA,NA
"87",86859,"Today 
@KDOTHQ
 proposed a new regulation requiring railroads in Kansas to have a minimum of two crew members in a train’s control compartment. This is a commonsense, necessary measure to continue protecting our state's workers and keep every community along the tracks safe.",2020-07-27 21:53:39,"Laura Kelly","Democratic",NA,NA
"88",121654,"Here’s the simple truth: Illinoisans want widespread use of face masks and physical distancing in public – and that’s the core of what this 
@IDPH
 rule is about.",2020-08-09 22:12:49,"J. B. Pritzker","Democratic",NA,NA
"89",77395,"President Trump sent federal officers to Seattle because he is itching for a confrontation. He wants attention.

We shouldn’t give him either. 
 
Keep it peaceful, keep the attention where it belongs – on building a better, more just Washington for everyone.",2020-07-25 02:00:46,"Jay Inslee","Democratic",NA,NA
"90",39750,"October 4 is National Fallen Firefighters Memorial Day, and US and Wyoming flags should be flown at half-staff. As our state battles one of the largest fires in our history, I want to thank all firefighters for their service.",2020-10-03 21:06:13,"Mark Gordon","Republican",NA,NA
"91",90215,"We're partnering with the Us4Us Coalition on a new “Stay in the Fight” campaign focusing on helping minority populations stay informed, stay involved, and stay inspired during the #COVID19 pandemic. Learn more",2020-05-28 13:22:00,"Mike DeWine","Republican",NA,NA
"92",101308,"Today, I was proud to unveil my revised budget – Stronger, Fairer, and More Resilient: Building New Jersey’s Post-COVID Future. #NJBudget 
 
Learn more: https://nj.gov/governor/news/news/562020/approved/20200825b.shtml…",2020-08-25 22:15:09,"Phil Murphy","Democratic",NA,NA
"93",122034,"I’m spending the day in Peoria with 
@RepJGB
 and 
@RepCheri
 to hear from this community as we continue to fight for justice and keep residents safe from coronavirus.",2020-06-05 18:36:04,"J. B. Pritzker","Democratic",NA,NA
"94",122077,"Thanks again for joining me 
@StateRepWEST
 — and congratulations to you and your wife on expecting your first child.",2020-05-28 21:41:05,"J. B. Pritzker","Democratic",NA,NA
"95",176651,"As of today, we have 48,188 lab-confirmed cases; 1,333 new cases reported today; 857 people in the hospital; and 1,175 people who have died. These numbers continue to concern us, and our prayers are with everyone fighting this virus and those who are grieving a loved one.",2020-06-18 18:02:17,"Roy Cooper","Democratic",NA,NA
"96",122159,"Sé que la adoración es tan esencial como la comida y el agua para la mayoría de nosotros, y es mi prioridad proporcionar orientación para garantizar que pueda proceder de manera segura.",2020-05-22 22:31:05,"J. B. Pritzker","Democratic",NA,NA
"97",103506,"UPDATE: We have 1,759 new positive #COVID19 cases, bringing our total to 137,085.
• Atlantic: 1,494
• Bergen: 16,804
• Burlington: 3,531
• Camden: 4,758
• Cape May: 442
• Cumberland: 1,245
• Essex: 15,365
• Gloucester: 1,631
• Hudson: 16,675
• Hunterdon: 706",2020-05-09 17:38:33,"Phil Murphy","Democratic",NA,NA
"98",154073,"Contact tracing is key part of our strategy for moving the state forward, as it could determine who has been exposed to COVID-19. Contact tracers will never identify you or your health information. 

For more information on contact tracing, visit: https://bit.ly/2ZoxvCm  #lagov",2020-05-27 14:45:00,"John Bel Edwards","Democratic",NA,NA
"99",166686,"3/ The DC Car Free Lanes, which will be designated by red paint, will be installed at the following locations beginning in late July:",2020-07-09 16:55:26,"Muriel Bowser","Democratic",NA,NA
"100",88472,"With today’s announcement added in, and pending Controlling Board’s approval on Monday, the total amount of Coronavirus Relief Fund and CARES Act dollars to help Ohioans will total $2.531 billion.",2020-10-23 19:01:24,"Mike DeWine","Republican",NA,NA
"101",101008,"In this unprecedented time, when so many middle-class families and others have sacrificed so much, now is the time to ensure that the wealthiest among us are also called to sacrifice.",2020-09-18 13:27:49,"Phil Murphy","Democratic",NA,NA
"102",166349,"2/ We must be vigilant and relentless when it comes to a fair election, especially during these challenging times.",2020-08-24 16:07:57,"Muriel Bowser","Democratic",NA,NA
"103",101237,"We’re able to take so many steps forward today because of the hard work millions of you have done to keep pushing down our health metrics.

But, we can’t let up on our vigilance even one bit.

Let’s all be safe and responsible.",2020-08-31 17:24:19,"Phil Murphy","Democratic",NA,NA
"104",69158,"I had the opportunity to visit today with 
@CityofStgeorge
 officials to survey the damage caused by severe thunderstorms. Response teams have done a tremendous job responding to the flooding and enabling roads to be reopened. #utwx",2020-08-24 20:01:20,"Gary Herbert","Republican",NA,NA
"105",86618,"Join me live at 4 p.m. today for a press briefing regarding COVID-19 in Kansas.",2020-10-28 20:03:45,"Laura Kelly","Democratic",NA,NA
"106",108870,"HAPPENING NOW: News briefing to discuss today's #SCOTUS decision rolling back access to birth control under the Affordable Care Act
WATCH LIVE 
 https://youtu.be/z01EcoaR1kk",2020-07-08 18:29:44,"Ned Lamont","Democratic",NA,NA
"107",166479,"Register. Stay informed. Vote.

http://vote4dc.com",2020-08-07 17:30:00,"Muriel Bowser","Democratic",NA,NA
"108",165864,"Our new “We Are Anacostia” mural has been unveiled! 
@dcra
 and 
@AnacostiaBID
 commissioned artist Luis Peralta Del Valle to create a piece of art highlighting the tradition, culture and accomplishments of Historic Anacostia.",2020-10-31 15:23:15,"Muriel Bowser","Democratic",NA,NA
"109",176271,"I know that we can move through this tough time with more access to health care, stronger schools and a thriving economy. And we will, because North Carolinians will never give up.",2020-08-26 19:14:55,"Roy Cooper","Democratic",NA,NA
"110",128872,"WATCH LIVE: Press Conference in Clay County at 
@ccsofl
 https://firstcoastnews.com/article/news/local/gov-ron-desantis-to-speak-at-clay-county-sheriffs-office/77-bc1990e1-6b03-4161-9bea-f00a8794c1c0?fbclid=IwAR3jyc3tu3qEj2RCx4DVFpB-reIsq9bp1Kkqo7Doqi4rmsVkdnEzPrVwB80…",2020-09-01 17:34:18,"Ron DeSantis","Republican",NA,NA
"111",114093,"Missouri public schools are back in session, and the vast majority of our students have access to in-person learning.

Whether in-person or online, we want kids to get a quality education, and we will continue doing everything we can to keep them safe, healthy & moving forward!",2020-09-14 15:20:45,"Mike Parson","Republican",NA,NA
"112",115055,"Today through Saturday, our 
@HealthyLivingMo
 & 
@Missouri_NG
 teams are in ST. CHARLES COUNTY testing for COVID-19.

Pre-register at http://health.mo.gov/communitytest",2020-05-26 18:35:17,"Mike Parson","Republican",NA,NA
"113",55701,"NEW: As Virginia moves to Phase Three tomorrow, current restrictions on bar seating and congregating areas will stay in place.

We are making this modification to keep Virginians safe—cases are rising in many other states, and we don't want to see that happen in our Commonwealth.",2020-06-30 23:25:04,"Ralph Northam","Democratic",NA,NA
"114",60649,"Folks, this virus is real. #COVID19 is devastating our communities and will continue to do so until we all get on the same team. 

Tune in for our live media update with 
@DHSWI
 at 1:30 pm here 
https://youtube.com/channel/UCbKdqbB5x1oJdf-jiSf4gVw/live…",2020-09-29 17:28:22,"Tony Evers","Democratic",NA,NA
"115",176578,"This Fourth of July will look different than years past. But we can still celebrate our country’s independence while following the three Ws and protecting our communities from this virus. (3/3)",2020-07-02 18:49:15,"Roy Cooper","Democratic",NA,NA
"116",119200,"With more Vermonters working remotely and kids learning from home, the need to expand access to broadband is even more critical. That's why my Economic Recovery Package includes major investments to expand connectivity and bridge the affordability gap.  https://accd.vermont.gov/sites/accdnew/files/documents/Vermont%20Economic%20Recovery%20Package%20-%20Phase%20II%20-%202020-06-12.pdf…",2020-06-15 13:41:40,"Phil Scott","Republican",NA,NA
"117",176784,"""We have to constructively channel our anger, frustration and sadness to force accountability and action."" - Gov. Cooper.",2020-06-02 00:21:10,"Roy Cooper","Democratic",NA,NA
"118",72467,"The state retains its ability to test all Hoosiers who are #COVID19 symptomatic as well as health care workers, first responders, & frontline employees
 Health officials have systems in place to contact all individuals who test positive for #COVID19 & expand contact tracing",2020-05-01 20:05:03,"Eric Holcomb","Republican",NA,NA
"119",101449,"We remember Nelcie Williams, who came to New Jersey as a member of the U.S. Women’s Army Corp in 1949, and was honorably discharged as a 1st Lieutenant. Nelcie took a special delight in traveling, but dedicated her time at home to her family and her church. May God bless her.",2020-08-19 17:18:02,"Phil Murphy","Democratic",NA,NA
"120",77458,"We need to do more to get COVID-19 under control in WA. 

As of next week, all businesses will be prohibited from serving customers who aren’t wearing face coverings.",2020-07-03 00:09:23,"Jay Inslee","Democratic",NA,NA
"121",29008,"Last night, the Capitol was lit in yellow to celebrate the centennial of Tennessee's decision to ratify the #19thAmendment—granting women the constitutional right to vote. The Capitol lights will remain yellow through August 26th.",2020-08-20 00:00:51,"Bill Lee","Republican",NA,NA
"122",45685,"4,933 small business received a grant.
 Grants went to businesses in every county.
 51% of grants went to historically disadvantaged businesses.",2020-08-10 14:14:04,"Tom Wolf","Democratic",NA,NA
"123",43626,"FEMA quickly approved Idaho's application to participate in President Trump's new lost wages program. Thank you, President Trump! The program is part of a comprehensive approach to our economic rebound. 
@WhiteHouse
 @realDonaldTrump",2020-08-19 20:26:21,"Brad Little","Republican",NA,NA
